,movie_id,actor,design,happy,music,plot,thrill,touched,vision
674,tt5726616,0.44,0.0,0.0,4.04,0.0,0.92,1.05,2.57
675,tt0010323,-0.89,0.53,-0.65,-0.23,-0.0,-6.91,1.52,0.55
676,tt0020629,0.72,0.0,-0.87,-0.38,1.93,-3.88,-0.03,1.49
677,tt0025316,4.63,0.0,3.1,3.07,0.99,0.0,5.86,5.91
678,tt0028950,0.56,0.0,0.99,-0.0,-1.14,-3.2,0.0,1.37
679,tt0032551,0.96,0.0,0.0,0.0,0.68,0.0,0.0,0.29
680,tt0032976,0.36,-0.36,0.89,0.13,2.79,-2.6,0.46,1.54
681,tt0033870,0.69,1.41,0.0,0.77,0.93,1.04,0.0,1.0
682,tt0036868,0.58,0.0,-0.56,0.98,0.62,-0.4,-0.84,0.91
683,tt0037008,2.99,-0.77,0.37,2.36,1.71,0.82,1.85,-0.93
684,tt0037558,-1.15,0.0,0.79,-0.03,1.15,0.0,0.96,1.95
685,tt0039689,-0.15,0.0,0.82,1.2,2.34,0.16,0.77,3.67
686,tt0041546,0.7,0.0,4.87,0.0,3.62,0.0,0.0,4.22
687,tt0046250,-0.06,0.94,2.53,0.0,2.72,0.0,6.61,2.17
688,tt0046268,-0.05,0.0,0.0,0.62,0.55,2.66,0.0,0.39
689,tt0046911,-1.53,0.0,0.0,0.65,0.89,3.85,0.0,-2.69
690,tt0047528,0.0,0.0,0.0,2.56,0.27,0.0,2.92,5.22
691,tt0050613,0.15,0.0,1.27,0.38,-0.87,-1.52,-0.3,2.59
692,tt0050783,4.13,0.0,0.0,0.0,0.62,0.65,0.0,1.04
693,tt0051459,1.4,0.0,1.28,-0.67,0.95,0.0,1.1,-0.55
694,tt0051808,0.99,0.0,7.15,0.42,0.77,0.0,-0.2,1.4
695,tt0052311,-1.4,0.65,1.76,-0.19,-0.03,1.36,0.0,3.89
696,tt0052561,1.42,-0.93,1.41,0.0,-0.0,0.0,0.77,-0.42
697,tt0052618,4.66,1.09,0.18,4.02,-0.36,0.0,2.75,6.3
698,tt0053198,0.66,0.0,0.96,0.0,0.0,0.36,0.0,-2.18
699,tt0053779,0.57,0.0,0.0,0.99,0.68,0.0,0.0,3.48
700,tt0056217,1.71,0.0,-0.89,1.12,3.4,0.0,-0.24,0.27
701,tt0056687,4.23,0.44,-0.46,1.3,0.59,-0.25,-0.19,3.29
702,tt0056801,0.0,0.0,1.32,1.84,0.84,-0.71,0.0,0.06
703,tt0058946,-0.71,0.0,0.0,0.37,-0.04,-1.78,0.0,0.65
704,tt0060827,0.54,0.0,0.0,-0.19,-0.18,-2.71,-0.75,0.41
705,tt0061512,1.03,0.0,0.65,-0.08,0.7,0.0,0.0,-0.98
706,tt0062229,0.88,0.0,0.0,1.12,-0.66,0.0,0.0,-0.73
707,tt0063227,2.04,0.92,-0.97,1.45,2.32,-0.72,0.0,1.98
708,tt0064115,1.89,0.0,5.8,2.18,2.95,0.0,0.0,3.17
709,tt0067328,2.53,0.0,0.42,3.31,3.44,-0.36,0.0,1.17
710,tt0069293,0.62,0.0,0.0,0.74,0.0,-0.91,0.0,1.27
711,tt0070510,1.81,0.0,6.52,1.51,1.7,0.45,1.73,8.25
712,tt0072443,0.0,0.49,0.0,0.49,-0.87,0.0,-0.48,4.74
713,tt0072684,2.52,1.3,1.97,1.67,2.74,-0.32,2.22,6.64
714,tt0074958,7.67,0.0,0.88,0.0,4.84,-0.02,0.5,1.47
715,tt0075148,2.52,0.0,0.0,0.27,2.21,-0.23,0.0,4.31
716,tt0077416,1.72,0.0,0.0,-0.76,-0.0,-2.89,0.0,1.53
717,tt0079470,1.0,0.0,19.5,2.32,0.61,0.0,1.0,0.0
718,tt0079944,0.44,0.0,0.0,0.83,0.75,-0.44,0.0,2.39
719,tt0083922,1.49,1.23,0.0,1.98,0.0,0.06,0.85,2.38
720,tt0083946,0.88,0.0,1.75,0.91,0.18,0.0,0.62,8.03
721,tt0083987,1.27,0.62,0.0,0.62,1.19,-0.68,-0.82,0.99
722,tt0084787,0.0,0.0,0.0,0.39,-0.76,0.5,0.23,0.76
723,tt0087544,0.0,0.0,0.0,-0.02,0.0,0.53,-0.06,2.22
724,tt0087884,1.56,0.0,-0.34,2.54,0.23,0.18,0.67,1.55
725,tt0091763,0.25,0.13,0.0,4.31,1.25,-3.17,-1.04,1.29
726,tt0092005,3.5,0.0,1.86,0.69,2.92,-0.05,-0.04,0.2
727,tt0092067,0.76,0.0,0.75,5.68,2.28,0.15,1.38,0.74
728,tt0093191,0.61,0.0,0.0,3.97,1.43,-0.23,1.39,8.08
729,tt0093779,-0.08,1.02,8.34,-0.56,0.64,0.0,2.29,1.9
730,tt0094625,0.0,0.0,0.0,3.2,-0.52,-0.02,0.0,1.48
731,tt0097165,0.42,0.0,1.25,0.0,0.68,0.0,3.0,0.78
732,tt0107207,2.21,0.0,0.0,-0.92,0.9,-1.15,0.0,0.83
733,tt0107290,3.72,0.0,3.01,2.9,1.03,0.32,0.0,1.56
734,tt0109424,0.0,0.0,0.0,0.64,-0.95,-0.7,-0.34,1.06
735,tt0111495,3.13,0.0,0.0,0.0,2.33,0.0,-0.48,2.61
736,tt0112471,0.83,0.0,2.63,0.0,1.09,0.0,9.36,0.68
737,tt0113247,-0.97,0.59,0.93,1.81,-0.38,0.6,-0.57,0.29
738,tt0114787,0.0,0.0,0.63,1.46,0.32,0.46,0.69,3.17
739,tt0116282,1.07,-0.46,3.39,2.92,2.38,0.64,0.37,4.28
740,tt0118694,1.21,0.4,0.0,7.85,0.25,-0.76,2.46,7.4
741,tt0118715,3.59,0.93,10.36,6.17,1.82,0.0,-0.5,1.94
742,tt0118843,1.28,0.0,5.64,6.33,3.0,0.0,0.0,2.86
743,tt0120382,3.06,0.0,1.68,2.84,0.0,-0.66,0.0,4.93
744,tt0120731,1.23,1.58,0.0,7.76,2.16,0.57,1.89,3.21
745,tt0154420,0.72,0.0,-1.48,-1.59,0.51,-0.34,0.0,0.72
746,tt0167404,2.07,0.0,0.78,2.68,0.8,-5.58,0.0,1.17
747,tt0169102,1.39,0.0,0.71,13.85,2.09,0.0,0.71,2.07
748,tt0198781,1.25,0.0,7.4,-0.25,1.06,-0.35,1.15,0.0
749,tt0245712,0.0,0.0,0.0,2.55,1.51,-0.22,0.63,1.37
750,tt0246578,0.0,0.0,0.83,3.95,-1.04,-0.95,0.0,0.65
751,tt0264464,1.98,0.69,4.32,1.54,2.03,0.0,0.89,2.64
752,tt0266543,0.0,0.0,4.11,0.89,1.91,-0.44,0.84,-1.16
753,tt0266697,1.56,0.0,0.98,-0.76,-0.79,0.33,0.0,-0.69
754,tt0270053,0.4,0.0,2.18,1.06,1.86,-0.2,0.0,1.96
755,tt0293715,2.72,0.0,2.76,0.05,1.6,0.83,4.96,0.1
756,tt0338564,1.49,0.0,-0.21,1.95,5.35,1.38,0.0,1.06
757,tt0353969,0.24,0.0,0.0,-0.44,1.02,-1.79,0.0,0.81
758,tt0374546,-0.65,0.0,0.0,1.06,0.1,0.69,0.0,5.06
759,tt0381681,1.77,0.0,0.93,2.29,0.8,1.23,4.72,0.46
760,tt0386064,0.74,0.72,0.0,0.79,-0.54,-3.77,0.54,0.79
761,tt0395169,0.0,0.0,-0.27,0.0,0.0,-5.95,-0.26,0.9
762,tt0405159,4.88,0.0,0.0,0.92,0.51,0.0,0.0,0.16
763,tt0423866,0.33,0.53,0.91,0.66,1.05,-1.94,2.9,1.08
764,tt0456144,0.0,0.61,5.42,2.65,9.18,0.0,3.64,0.44
765,tt0469494,1.53,0.0,0.8,-1.24,-0.07,-1.39,0.0,4.53
766,tt0477348,0.0,-0.15,0.32,0.0,0.11,-0.88,0.0,-0.01
767,tt0758758,0.59,0.0,0.82,-0.55,0.77,-1.11,0.75,0.72
768,tt0808417,1.05,0.0,1.55,-0.44,0.21,0.0,0.0,1.63
769,tt0848228,1.9,0.0,4.64,0.0,2.64,1.05,0.0,2.39
770,tt0861739,0.98,0.0,-0.53,0.0,0.98,-0.91,0.0,0.62
771,tt0892769,0.0,0.0,5.33,0.92,2.44,1.51,0.0,1.54
772,tt0978762,-1.26,0.0,4.2,0.62,1.6,0.0,2.27,0.0
773,tt1028532,1.08,0.0,0.0,1.16,0.95,0.0,3.82,0.99
774,tt1069238,-0.82,-0.57,-1.96,3.33,1.23,-0.82,-0.07,0.6
775,tt1130884,0.0,0.0,0.66,0.0,4.87,1.96,0.0,0.62
776,tt1201607,1.25,0.0,0.0,0.62,1.5,0.57,-0.5,1.28
777,tt1205489,1.8,-0.38,0.65,1.61,-0.51,0.0,-0.64,0.0
778,tt1327035,2.47,0.15,0.27,4.37,0.9,-0.35,0.91,6.73
779,tt1392190,-0.06,0.0,0.68,0.0,-2.19,-0.69,-0.62,-0.11
780,tt1392214,-0.83,0.0,0.0,1.3,-1.24,-0.14,0.0,0.89
781,tt1454029,3.8,0.0,1.65,0.0,0.9,2.35,1.63,0.0
782,tt1555149,1.74,0.0,1.82,0.0,3.43,1.51,-1.28,0.57
783,tt1562872,0.0,0.0,4.2,1.48,1.82,0.96,0.0,3.57
784,tt1865505,0.0,0.0,0.98,5.85,0.0,0.99,0.66,2.2
785,tt1895587,1.52,0.0,-0.64,0.0,0.66,-0.79,-0.49,0.61
786,tt1979320,0.93,0.0,1.1,4.87,4.02,1.72,0.85,1.16
787,tt2015381,1.16,0.0,2.71,0.61,-1.29,0.85,0.54,3.88
788,tt2024544,-0.66,0.4,0.0,0.0,-0.78,-0.91,0.36,-0.44
789,tt2082197,0.77,0.0,0.61,1.81,3.97,-0.02,0.46,3.42
790,tt2119532,-0.49,0.0,0.0,-1.13,-2.7,-1.44,0.3,0.69
791,tt2267998,-0.8,0.0,0.0,0.98,-2.27,0.01,0.03,2.78
792,tt2278388,2.88,0.0,6.42,1.64,1.43,0.0,0.0,3.69
793,tt2576852,0.0,0.0,0.0,2.13,0.0,0.0,0.93,2.74
794,tt3011894,0.26,0.0,6.27,0.0,0.0,1.42,0.0,2.67
795,tt3315342,0.2,0.0,0.0,2.26,1.22,0.61,0.45,0.12
796,tt3612616,2.42,0.57,-0.43,3.73,-2.06,0.0,0.41,1.07
797,tt3741834,1.91,0.0,0.0,5.8,0.21,-0.36,1.18,5.81
798,tt3783958,0.91,0.0,0.0,14.88,-0.76,0.57,0.43,4.13
799,tt3848892,2.99,0.0,0.0,7.38,2.53,7.21,0.0,1.41
800,tt4016934,0.88,0.0,-0.36,0.74,4.69,-0.18,0.0,6.15
801,tt4387040,3.72,0.0,0.0,5.92,4.44,4.75,0.34,3.73
802,tt4857264,4.84,0.0,0.0,0.0,1.81,7.44,0.0,2.61
803,tt6452574,2.41,0.03,1.55,-0.82,0.46,0.0,0.36,-0.46
804,tt0015324,0.25,0.0,9.48,2.08,0.0,0.95,0.93,0.89
805,tt0015864,2.08,0.0,4.98,5.86,0.41,-0.76,1.08,4.36
806,tt0017925,1.83,-0.38,6.91,0.1,0.38,-0.53,0.0,1.5
807,tt0018455,1.42,0.0,2.59,1.48,2.25,-0.72,0.81,3.46
808,tt0019254,5.11,0.77,0.32,5.15,1.76,-0.6,-0.38,10.5
809,tt0031381,1.77,0.0,0.0,1.9,0.0,0.0,1.26,6.5
810,tt0031679,0.02,0.0,1.57,0.0,0.89,0.0,1.31,0.16
811,tt0041959,0.0,0.0,-0.88,5.39,1.1,-0.73,0.0,7.21
812,tt0046438,0.0,-0.9,0.0,1.9,0.2,0.0,-0.76,0.34
813,tt0046912,3.54,0.0,0.68,0.0,-0.67,1.21,0.02,0.56
814,tt0047296,3.8,0.0,0.0,-0.98,2.22,0.0,0.0,0.87
815,tt0050212,0.64,0.0,0.0,0.03,-1.24,-0.69,0.0,-0.13
816,tt0050976,0.33,0.73,-0.84,1.17,1.16,0.38,1.03,6.54
817,tt0050986,0.0,0.54,1.58,1.33,0.0,0.76,1.82,3.87
818,tt0053291,0.0,-0.15,4.65,5.78,1.04,0.0,0.0,0.68
819,tt0055031,5.02,0.0,0.0,2.42,2.28,-2.16,0.0,1.69
820,tt0056443,0.0,0.82,8.33,0.0,-0.25,0.0,0.0,1.71
821,tt0057115,3.67,0.0,-1.12,0.81,-0.31,0.0,0.38,2.62
822,tt0060107,0.82,0.7,0.18,0.0,0.0,0.0,0.07,7.57
823,tt0071315,0.0,0.0,0.0,2.51,5.26,0.2,0.0,5.39
824,tt0073707,1.42,0.0,0.93,3.09,0.52,-0.66,-0.42,-0.45
825,tt0074896,1.21,-0.48,0.27,0.62,0.0,-0.97,-0.38,2.12
826,tt0080678,1.21,0.18,0.51,-0.29,1.11,0.0,0.42,1.06
827,tt0081398,2.48,0.0,0.21,-0.72,1.32,-1.7,0.0,1.45
828,tt0083658,0.0,-0.26,0.15,0.45,2.22,-0.83,0.0,6.76
829,tt0089881,0.0,-0.06,1.13,-1.21,-0.07,-0.59,-0.48,3.28
830,tt0091251,0.0,0.0,0.0,-1.79,0.0,-4.9,-0.28,-3.5
831,tt0095016,0.34,0.0,1.08,-0.54,0.02,0.0,0.05,0.18
832,tt0096283,0.0,0.0,1.46,1.61,1.44,0.0,0.48,3.95
833,tt0105695,2.03,0.0,0.0,0.32,0.73,0.0,-0.68,1.05
834,tt0109117,1.03,0.64,20.05,3.41,4.34,-0.87,0.0,-0.48
835,tt0112641,1.68,0.0,1.14,0.02,0.99,0.0,0.52,3.14
836,tt0112870,6.18,0.82,2.71,12.64,3.84,0.0,6.67,0.49
837,tt0113277,1.65,0.0,0.0,0.6,0.71,2.35,-0.53,2.01
838,tt0117951,2.7,0.0,-0.04,4.35,1.83,-0.38,0.0,1.9
839,tt0120735,0.3,-0.66,8.57,2.17,4.53,-0.78,0.0,2.64
840,tt0242519,3.65,0.0,10.53,3.32,3.92,0.0,0.0,1.99
841,tt0268978,0.48,0.04,0.0,0.27,-0.86,-0.54,0.0,0.52
842,tt0292490,3.82,0.0,4.3,7.03,5.76,0.97,1.75,1.54
843,tt0347149,0.0,0.0,0.27,-0.22,2.04,0.0,0.0,1.75
844,tt0363163,0.83,0.0,0.0,0.0,1.24,-0.8,0.0,0.06
845,tt0374887,3.54,0.0,5.18,2.55,0.0,0.0,2.42,0.0
846,tt0375611,1.99,0.89,0.82,1.79,-0.58,0.0,0.6,4.51
847,tt0405508,3.7,0.0,3.43,4.29,3.65,0.0,-0.44,2.64
848,tt0434409,1.33,0.72,0.7,1.52,0.72,1.01,0.7,2.96
849,tt0457430,0.64,0.0,0.0,1.23,0.5,-1.58,0.0,2.74
850,tt0871510,2.39,0.73,1.62,1.97,3.25,0.63,1.2,0.94
851,tt0993846,0.95,0.0,3.52,0.0,-0.32,0.67,-0.33,-0.24
852,tt1171701,0.0,0.0,0.27,2.41,0.21,-0.43,-0.65,0.33
853,tt1255953,1.51,0.0,-0.81,0.32,0.28,-2.64,-1.42,0.0
854,tt1280558,-1.65,0.0,0.0,1.06,1.88,-0.92,0.0,0.0
855,tt1291584,0.0,0.0,0.51,-0.88,-0.4,-0.06,0.42,0.0
856,tt1305806,1.82,0.0,1.76,0.0,5.35,1.8,1.42,3.12
857,tt1517451,1.83,0.0,0.0,13.18,-1.59,0.68,1.66,1.86
858,tt1620933,2.54,0.0,2.23,0.25,4.09,0.0,0.81,1.56
859,tt1639426,1.04,0.0,0.0,3.92,0.83,0.0,-0.43,0.0
860,tt1821480,6.24,0.0,-0.3,3.57,10.11,10.53,0.0,3.43
861,tt1954470,0.05,0.0,0.79,0.88,0.2,0.0,0.0,0.76
862,tt2096673,0.44,0.0,1.68,0.91,0.59,-0.01,-1.67,0.0
863,tt2140203,0.57,0.0,0.0,3.94,-0.86,0.0,-0.22,0.88
864,tt2283748,1.8,0.0,4.48,0.0,5.32,0.0,0.0,-0.12
865,tt2338151,1.86,0.68,3.83,0.17,1.06,0.91,1.05,1.45
866,tt2356180,4.96,0.0,0.0,4.76,2.88,-0.05,1.31,1.97
867,tt2631186,0.5,0.15,0.0,6.72,0.0,0.18,0.0,1.45
868,tt2758880,0.05,0.0,0.0,0.58,-0.68,0.0,1.02,0.83
869,tt2991224,1.27,0.0,0.0,-0.71,1.4,0.0,0.0,0.76
870,tt3170832,-0.57,0.0,-0.6,1.68,0.1,-0.53,-0.52,1.89
871,tt3390572,1.49,0.0,-2.28,5.58,4.41,-1.27,3.84,7.14
872,tt5027774,1.41,0.0,1.45,-0.28,-0.99,-0.5,0.0,0.0
873,tt5571734,2.41,-0.79,0.0,1.73,5.26,-0.4,1.5,1.22
874,tt0012349,0.0,0.0,3.55,0.55,0.0,-0.3,2.72,4.56
875,tt0017136,-0.44,0.0,0.88,1.9,1.29,-0.76,0.32,5.44
876,tt0022100,-0.65,0.0,0.0,0.73,0.63,-1.19,0.0,1.22
877,tt0036775,0.46,0.0,1.68,0.29,2.6,0.64,0.48,2.01
878,tt0040522,1.28,0.0,0.0,-1.49,0.48,-0.74,-0.33,2.43
879,tt0040897,0.75,0.0,0.0,0.85,4.53,0.25,0.94,3.2
880,tt0042192,3.94,0.0,0.4,-0.22,4.96,0.0,0.0,1.51
881,tt0042876,0.04,0.0,-0.42,-0.36,0.62,-0.44,0.0,4.21
882,tt0044741,1.65,0.0,1.42,0.0,1.36,0.0,0.67,2.02
883,tt0045152,1.32,0.74,4.1,33.98,2.22,0.13,1.97,1.41
884,tt0052357,0.0,0.49,0.95,3.4,0.7,1.08,0.86,2.36
885,tt0053125,1.92,0.0,4.42,1.71,6.09,5.09,0.45,3.08
886,tt0053604,3.97,0.0,1.52,0.8,2.39,0.88,0.64,3.05
887,tt0055630,3.95,0.0,3.67,2.26,1.38,0.0,0.0,1.68
888,tt0056172,0.76,0.0,-0.59,0.0,-0.37,0.0,0.0,3.49
889,tt0056592,1.58,0.0,0.0,0.79,1.57,1.36,1.59,0.52
890,tt0059578,1.55,0.0,1.53,3.94,0.0,0.0,0.0,1.96
891,tt0062622,0.0,0.62,0.4,1.48,0.6,0.35,0.0,3.85
892,tt0066921,0.64,0.0,0.89,-0.54,-0.3,-2.03,-0.34,4.88
893,tt0070735,0.0,0.0,2.47,5.12,4.57,0.0,0.0,1.44
894,tt0071853,0.49,0.0,14.04,1.78,0.0,-0.74,2.23,0.49
895,tt0075314,4.63,0.0,0.0,1.43,1.31,0.0,0.0,1.54
896,tt0086190,0.83,0.95,0.77,0.0,-0.01,1.24,0.0,0.61
897,tt0086250,0.0,0.0,0.69,0.0,2.21,-0.6,0.0,0.0
898,tt0086879,2.42,2.87,0.0,13.72,3.43,-0.18,-0.45,5.26
899,tt0093058,0.0,0.0,-0.05,0.49,0.32,-2.34,0.0,-0.78
900,tt0097576,0.69,0.0,3.67,1.27,-0.42,-0.34,0.0,0.63
901,tt0105236,-0.32,0.0,2.14,5.26,3.16,-1.25,-0.89,2.33
902,tt0114709,0.13,0.0,2.18,1.36,1.71,0.92,0.87,0.79
903,tt0116231,6.39,0.0,-0.06,1.42,5.2,-0.92,-0.75,2.48
904,tt0118849,2.43,0.0,0.66,1.55,1.11,0.0,1.01,1.17
905,tt0119217,1.39,0.0,0.0,0.57,7.33,0.0,-0.12,0.6
906,tt0119488,1.84,0.38,0.76,0.88,12.54,-0.53,0.95,3.88
907,tt0180093,1.25,-0.2,-0.67,3.18,0.05,-3.47,-0.18,2.42
908,tt0208092,2.89,0.0,1.68,2.01,0.94,0.0,0.0,0.74
909,tt0211915,0.69,0.0,3.41,0.42,0.62,-0.17,2.14,1.77
910,tt0338013,0.0,0.0,1.22,0.0,0.52,0.0,0.93,0.0
911,tt0361748,0.0,0.0,-0.02,0.72,-0.21,-0.24,0.0,0.0
912,tt0367110,2.42,0.0,0.68,7.17,0.48,-0.58,2.03,0.99
913,tt0372784,4.14,0.73,0.81,0.32,0.85,0.38,-0.36,0.51
914,tt0435761,0.0,0.0,2.19,1.78,1.47,2.91,2.35,1.33
915,tt1049413,0.0,0.0,3.61,0.02,0.67,0.87,0.8,1.03
916,tt1832382,5.64,0.0,0.0,0.0,1.17,1.9,0.0,1.3
917,tt2106476,2.15,0.0,-0.42,0.0,-1.06,-5.94,0.61,1.77
918,tt3322420,3.99,0.0,2.2,1.96,3.2,0.62,-0.14,1.36
919,tt4430212,3.17,0.0,0.0,6.09,2.75,3.87,0.0,1.83
920,tt4849438,0.17,0.0,1.65,0.3,-1.02,-1.64,0.0,-0.1
921,tt0033467,1.38,0.0,0.0,1.53,0.9,-0.84,0.0,1.23
922,tt0043014,2.54,0.0,1.47,0.0,3.25,-0.46,-0.73,4.74
923,tt0050825,0.0,0.0,0.0,-0.97,1.75,-0.82,-0.72,-0.17
924,tt0051201,-0.26,0.38,3.34,0.0,1.37,0.48,0.71,0.0
925,tt0057012,1.96,0.0,10.84,-1.12,0.88,-0.48,0.0,1.69
926,tt0081505,1.72,0.0,-0.43,-0.61,1.6,-0.15,0.0,1.2
927,tt0082096,1.28,0.0,0.46,3.2,0.72,-3.08,1.7,0.95
928,tt0087843,0.69,-0.79,-0.18,-0.2,-0.24,-0.36,0.42,0.83
929,tt0090605,0.0,0.32,0.78,0.08,-0.12,3.82,0.0,3.31
930,tt0112573,1.0,-0.25,0.8,1.77,0.86,-0.95,1.56,1.21
931,tt0119698,0.0,0.0,0.87,2.8,1.28,-0.44,1.13,1.58
932,tt0169547,0.59,0.0,3.28,0.0,1.67,-0.81,0.0,2.1
933,tt0364569,1.69,0.0,-0.62,0.36,-1.17,-1.4,0.89,3.23
934,tt0405094,4.4,0.0,0.84,0.83,0.73,-0.1,-0.29,1.59
935,tt0476735,4.82,0.0,-0.08,0.96,0.91,0.0,0.84,3.2
936,tt0910970,-0.1,0.0,3.66,0.61,1.35,0.91,0.73,2.02
937,tt0986264,1.79,0.0,0.83,0.88,0.93,0.0,0.11,-0.42
938,tt1187043,0.88,0.0,7.37,4.11,3.49,0.97,1.61,1.03
939,tt1345836,-1.77,-1.11,-0.21,0.2,2.24,0.18,0.72,1.8
940,tt1727824,2.73,0.0,1.31,5.6,0.0,-0.82,-0.26,0.0
941,tt1853728,1.91,0.73,2.27,1.87,-1.96,-1.55,0.0,1.17
942,tt2380307,0.0,0.0,2.57,7.25,1.21,0.0,1.66,3.12
943,tt5311514,0.0,0.0,0.6,2.11,1.08,0.91,0.6,0.0
944,tt0021749,0.83,0.0,2.9,2.44,1.78,0.0,0.95,1.01
945,tt0027977,5.21,0.93,6.63,4.98,0.35,0.0,0.8,3.76
946,tt0032553,0.89,0.0,8.37,4.68,1.55,-0.76,1.03,-0.13
947,tt0034583,1.02,0.0,0.8,0.93,0.0,0.35,1.64,2.94
948,tt0047396,0.62,0.0,3.44,1.69,2.08,3.8,0.19,1.92
949,tt0054215,0.0,0.0,1.84,2.35,0.63,-1.56,0.0,1.22
950,tt0064116,0.47,0.0,1.9,6.97,-0.89,0.42,0.78,7.23
951,tt0078748,0.55,0.89,0.0,0.64,2.91,0.1,0.04,1.92
952,tt0078788,0.0,0.0,0.0,0.3,-1.5,-2.3,0.0,-0.77
953,tt0082971,-0.13,0.0,5.5,1.54,1.39,-0.95,0.27,1.1
954,tt0088763,0.88,0.0,5.2,3.96,2.19,0.44,0.74,1.09
955,tt0095327,0.0,0.0,0.0,0.64,0.35,0.14,-1.76,-0.9
956,tt0095765,-0.15,0.0,-0.36,3.76,0.89,-0.32,1.85,1.84
957,tt0103064,1.45,0.0,1.31,2.47,0.28,0.41,0.03,3.68
958,tt0110357,0.0,0.0,4.72,13.18,0.84,0.0,0.38,0.97
959,tt0120586,0.28,0.0,0.0,0.4,0.12,-1.4,-1.97,-0.26
960,tt0120689,2.97,0.0,1.65,0.82,2.62,-0.89,4.94,1.84
961,tt0172495,-0.64,0.0,0.94,0.4,2.35,0.3,0.21,3.95
962,tt0209144,0.62,0.0,0.8,0.0,1.67,1.54,0.0,1.46
963,tt0253474,2.54,0.0,0.0,1.5,0.68,-1.87,-1.09,-0.12
964,tt0407887,0.5,0.0,0.05,-0.48,0.86,0.02,0.0,0.88
965,tt0482571,0.0,0.62,0.88,0.0,5.9,0.97,0.0,0.91
966,tt1675434,7.44,0.0,2.79,0.82,2.05,0.91,2.73,0.78
967,tt2582802,1.67,0.0,0.81,1.01,0.0,0.0,0.6,0.27
968,tt4154756,0.62,0.0,1.9,0.74,0.94,-0.86,-0.7,0.95
969,tt5074352,5.44,0.0,1.85,3.65,2.21,-0.32,1.23,2.81
970,tt0038650,1.04,0.0,1.87,-0.11,0.0,-1.62,3.74,2.22
971,tt0076759,1.44,0.0,1.15,0.19,0.78,0.81,-0.68,2.49
972,tt0102926,3.76,0.0,0.0,2.89,2.38,3.56,0.0,1.67
973,tt0110413,3.3,0.0,-0.55,0.82,1.2,1.14,0.47,0.68
974,tt0114369,0.22,0.0,0.0,-0.03,0.42,-3.29,0.0,1.58
975,tt0114814,0.81,0.0,0.0,0.0,3.91,-0.09,0.0,0.0
976,tt0118799,1.26,0.0,5.33,0.0,0.95,1.58,3.23,2.22
977,tt0120815,0.74,0.0,0.4,-1.27,0.0,-0.93,0.0,-2.61
978,tt0245429,0.0,0.0,0.76,1.64,0.94,0.31,0.7,2.85
979,tt0317248,0.0,0.0,0.09,2.82,0.0,-1.06,0.0,-1.24
980,tt0816692,1.85,0.0,-0.57,3.21,0.55,0.89,0.0,4.99
981,tt0047478,-0.98,-0.44,1.84,3.42,0.79,-0.13,0.7,3.71
982,tt0073486,7.34,0.0,-2.02,1.53,0.98,-1.53,-0.05,2.33
983,tt0099685,3.63,0.0,0.89,4.76,-0.08,0.89,0.0,2.03
984,tt0133093,0.0,0.0,0.44,1.47,2.33,1.02,0.0,7.94
985,tt0167261,0.0,0.0,0.73,0.64,1.28,0.15,-0.1,2.21
986,tt0080684,0.0,0.0,1.57,0.37,2.55,0.0,0.0,1.74
987,tt0109830,1.19,0.0,1.96,0.91,-0.1,0.0,1.74,2.52
988,tt0120737,1.0,0.0,0.0,0.56,2.09,0.0,0.0,2.35
989,tt0137523,0.86,-0.57,2.1,1.94,2.52,-0.4,-0.77,0.41
990,tt1375666,0.4,0.0,0.0,0.0,0.39,1.31,0.0,0.51
991,tt0050083,3.62,0.78,0.0,0.0,0.82,1.48,1.17,2.29
992,tt0060196,0.23,0.0,2.47,1.82,-0.65,0.0,0.67,0.47
993,tt0108052,-1.05,0.0,0.0,1.84,1.27,-4.46,-2.0,-0.39
994,tt0110912,0.36,0.0,2.67,4.11,0.84,-0.29,0.0,1.95
995,tt0167260,0.0,-0.42,0.0,1.79,0.8,0.0,0.93,1.07
996,tt0071562,2.5,0.0,0.0,1.64,1.91,0.0,0.0,3.23
997,tt0468569,1.31,1.48,0.93,-0.36,2.17,0.2,0.08,0.66
998,tt0068646,1.44,0.0,0.0,1.2,1.0,0.0,-0.42,1.51
999,tt0111161,0.0,0.0,-0.08,5.59,1.6,0.55,2.49,0.67
